standardized_species,total_images,has_any_trait_label,has_any_mask_label
entomacrodus macrospilus,1,False,True
entomacrodus solus,1,False,True
epalzeorhynchos munense,1,False,True
epinephelus akaara,5,False,True
epinephelus albomarginatus,1,False,True
epinephelus amblycephalus,14,False,False
epinephelus awoara,1,False,True
epinephelus coeruleopunctatus,8,False,True
epinephelus corallicola,10,False,True
epinephelus diacanthus,8,False,False
epinephelus irroratus,1,False,True
epinephelus lanceolatus,1,False,True
epinephelus latifasciatus,15,False,True
epinephelus macrospilos,2,False,True
epinephelus maculatus,14,False,True
epinephelus marginatus,7,False,False
epinephelus merra,2,False,True
epinephelus miliaris,5,False,False
epinephelus morio,13,False,True
epinephelus morrhua,8,False,False
epinephelus multinotatus,10,False,True
epinephelus radiatus,14,False,False
epinephelus retouti,2,False,True
epinephelus sexfasciatus,6,False,True
epinephelus spilotoceps,5,False,False
epinephelus tukula,1,False,True
epinephelus undulatostriatus,1,False,True
equulites laterofenestra,1,False,True
erethistoides longispinis,1,False,True
eretmodus cyanostictus,4,False,True
ericymba amplamala,5,False,False
ericymba buccata,683,False,False
erimystax dissimilis,6,False,True
erimyzon claviformis,4,False,False
erimyzon goodei,1,False,True
erimyzon tenuis,7,False,False
ernogrammus walkeri,1,False,True
erythrinus kessleri,4,False,True
erythrocles monodi,2,False,True
erythrocles scintillans,2,False,True
esox aquitanicus,3,False,True
etelis radiosus,1,False,True
etheostoma asprigene,1,False,True
etheostoma blennioides,1,False,True
etheostoma caeruleum,1,False,True
etheostoma camurum,4,False,True
etheostoma crossopterum,1,False,True
etheostoma etnieri,1,False,True
etheostoma fusiforme,5,False,False
etheostoma histrio,4,False,False
etheostoma juliae,4,False,False
etheostoma olmstedi,14,False,False
etheostoma perlongum,12,False,False
etheostoma rupestre,15,False,False
etheostoma whipplei,1,False,True
etmopterus lucifer,6,False,False
etroplus suratensis,11,False,True
eubleekeria jonesi,2,False,True
eubleekeria splendens,6,False,True
eucinostomus argenteus,1,False,True
eucinostomus currani,1,False,True
eucinostomus havana,2,False,True
eucinostomus melanopterus,1,False,True
eugerres axillaris,2,False,True
eugerres brevimanus,1,False,True
eugnathogobius variegatus,1,False,True
eumicrotremus derjugini,1,False,True
euprotomicrus bispinatus,5,False,False
euristhmus lepturus,1,False,True
evermannia,5,False,True
eviota abax,7,False,True
eviota afelei,4,False,True
eviota albolineata,3,False,True
eviota distigma,1,False,True
eviota karaspila,1,False,True
eviota lacrimosa,1,False,True
eviota prasina,4,False,False
eviota randalli,1,False,True
eviota storthynx,1,False,True
evorthodus lyricus,8,False,False
exocoetus monocirrhus,1,False,True
exyrias belissimus,1,False,True
exyrias puntang,1,False,True
ferdauia orthogrammus,1,False,True
fibramia thermalis,1,False,True
filimanus sealei,1,False,True
foa brachygramma,3,False,True
fodiator acutus,1,False,True
foetorepus agassizii,5,False,False
forcipiger flavissimus,3,False,True
formosania davidi,2,False,True
fowleria flammea,1,False,True
fowleria isostigma,6,False,True
fowleria marmorata,4,False,True
fundulus chrysotus,1,False,True
fundulus luciae,2,False,True
fundulus notatus,1,False,True
fundulus nottii,1,False,True
fundulus rubrifrons,1,False,True
fuscoauratus,7,False,False
fusigobius duospilus,9,False,True
fusigobius humeralis,4,False,False
fusigobius inframaculatus,6,False,True
fusigobius melacron,1,False,True
fusigobius neophytus,4,False,False
gadus chalcogrammus,2,False,True
gadus macrocephalus,1,False,True
gagata dolichonema,1,False,True
gaidropsarus mediterraneus,1,False,True
galaxias globiceps,1,False,True
galaxias maculatus,5,False,True
galaxias rostratus,3,False,True
galaxias truttaceus,3,False,True
galaxias zebratus,2,False,True
gambusia puncticulata,5,False,False
garra,5,False,False
garra aethiopica,1,False,True
garra chabanaudi,1,False,True
garra culiciphaga,1,False,True
garra fluviatilis,11,False,True
garra hindii,5,False,True
garra surinbinnani,7,False,False
garra waterloti,10,False,False
gasterosteus wheatlandi,1,False,True
gastromyzon contractus,11,False,True
gaurochromis cobalt,1,False,True
genicanthus bellus,1,False,True
genicanthus personatus,1,False,True
genicanthus semifasciatus,1,False,True
genidens barbus,1,False,True
genidens planifrons,1,False,True
genyatremus luteus,1,False,True
geophagus brasiliensis,4,False,True
geophagus proximus,4,False,False
gephyrocharax atracaudatus,6,False,False
gephyrocharax valencia,6,False,False
gephyrocharax venezuelae,5,False,False
gerreidae,1,False,True
gerres filamentosus,2,False,True
gerres limbatus,1,False,True
gerres nigri,2,False,True
gerres oblongus,1,False,True
gibbonsia montereyensis,4,False,True
gila atraria,48,False,True
gila coerulea,6,False,True
gila crassicauda,17,False,True
gila ditaenia,6,False,False
gila nigra,6,False,False
gillellus arenicola,1,False,True
girardinus creolus,8,False,False
girardinus denticulatus,13,False,True
girardinus falcatus,5,False,False
girardinus metallicus,6,False,False
girella cyanea,1,False,True
girella nebulosa,1,False,True
giuris margaritaceus,2,False,True
glandulocauda melanopleura,2,False,True
glanidium albescens,1,False,True
glossogobius giuris,1,False,True
glyptosternon majus,1,False,True
glyptothorax buchanani,7,False,True
glyptothorax callopterus,5,False,True
glyptothorax longicauda,1,False,True
glyptothorax minimaculatus,4,False,True
glyptothorax zanaensis,2,False,True
gnathanodon speciosus,7,False,True
gnathodentex aureolineatus,4,False,True
gnathodolus bidens,1,False,True
gnatholepis pascuensis,1,False,True
gnathonemus petersii,6,False,True
gnathopogon caerulescens,1,False,True
gnathopogon imberbis,14,False,False
gobiesox barbatulus,1,False,True
gobiesox crassicorpus,1,False,True
gobiesox daedaleus,5,False,True
gobio gobio,3,False,True
gobiocichla ethelwynnae,4,False,True
gobiodon quinquestrigatus,3,False,True
gobiodon unicolor,3,False,True
gobionellus stomatus,1,False,True
gobiosoma bosc,4,False,True
gomphosus caeruleus,5,False,True
gonichthys cocco,1,False,True
gonorynchus greyi,1,False,True
gonostoma atlanticum,4,False,False
goodea xaliscone,1,False,True
gracila albomarginata,1,False,True
gracilimugil argenteus,1,False,True
gramma loreto,1,False,True
grammistes sexlineatus,6,False,True
grammistops ocellatus,1,False,True
grammonus ater,1,False,True
guavina,1,False,True
guianacara oelemariensis,2,False,True
gulaphallus eximius,1,False,True
gunnellichthys monostigma,1,False,True
gymnocephalus cernua,4,False,False
gymnocranius audleyi,1,False,True
gymnocranius euanus,1,False,True
gymnothorax atolli,4,False,False
gymnothorax favagineus,4,False,False
gymnothorax kidako,5,False,False
gymnothorax margaritophorus,5,False,False
gymnothorax phasmatodes,4,False,False
gymnothorax pictus,4,False,False
gymnothorax pseudothyrsoideus,8,False,False
gymnothorax rueppellii,4,False,False
haemulon bonariense,1,False,True
haemulon boschmae,1,False,True
haemulon carbonarium,1,False,True
haemulon macrostomum,4,False,False
haemulon melanurum,1,False,True
haemulon plumierii,1,False,True
halichoeres chloropterus,6,False,False
halichoeres chrysus,1,False,True
halichoeres cosmetus,7,False,True
halichoeres garnoti,1,False,True
halichoeres hartzfeldii,9,False,False
halichoeres iridis,1,False,True
halichoeres lapillus,1,False,True
halichoeres leptotaenia,5,False,False
halichoeres leucoxanthus,4,False,False
halichoeres leucurus,6,False,False
halichoeres margaritaceus,6,False,True
halichoeres melanochir,7,False,True
halichoeres melanurus,4,False,False
halichoeres nicholsi,1,False,True
halichoeres papilionaceus,2,False,True
halichoeres poeyi,1,False,True
halichoeres radiatus,19,False,False
halichoeres signifer,4,False,False
halichoeres socialis,10,False,False
halichoeres stigmaticus,2,False,True
halidesmus coccus,1,False,True
haliophis guttatus,1,False,True
halophryne hutchinsi,1,False,True
hampala macrolepidota,20,False,True
hapalogenys kishinouyei,1,False,True
haplochromis albertianus,7,False,True
haplochromis altigenis,6,False,False
haplochromis beadlei,9,False,False
haplochromis bicolor,4,False,True
haplochromis blueblack,1,False,True
haplochromis ishmaeli,4,False,False
haplochromis maculipinna,10,False,False
haplochromis nigripinnis,1,False,True
haplochromis prognathus,4,False,True
haplochromis squamulatus,8,False,True
haplochromis vittatus,1,False,True
hara minuscula,1,False,True
harengula jaguana,1,False,True
harpagifer kerguelensis,1,False,True
helcogramma albimacula,1,False,True
helcogramma ellioti,5,False,True
helcogramma maldivensis,1,False,True
helcogramma novaecaledoniae,4,False,False
helcogramma obtusirostris,8,False,True
helcogramma steinitzi,1,False,True
helcogramma striata,1,False,True
helicolenus dactylopterus,2,False,True
helicolenus mouchezi,1,False,True
helostoma temminkii,1,False,True
hemibarbus maculatus,7,False,False
hemibrycon beni,5,False,False
hemibrycon surinamensis,1,False,True
hemibrycon taeniurus,5,False,False
hemicaranx zelotes,1,False,True
hemichromis bimaculatus,8,False,True
hemichromis letourneuxi,5,False,False
hemichrysops,1,False,True
hemiculter balnei,1,False,True
hemiculter tchangi,1,False,True
hemidoras morrisi,1,False,True
hemieleotris levis,1,False,True
hemigobius hoevenii,1,False,True
hemigrammocharax uniocellatus,6,False,False
hemigrammopetersius barnardi,5,False,True
hemigrammus arua,1,False,True
hemigrammus elegans,6,False,False
hemigrammus gracilis,4,False,True
hemigrammus microstomus,5,False,False
hemigrammus ocellifer,5,False,False
hemigymnus fasciatus,3,False,True
hemilepidotus gilberti,1,False,True
hemiodus argenteus,1,False,True
hemiodus thayeria,1,False,True
hemiramphidae,2,False,True
henicorhynchus entmema,6,False,False
henicorhynchus siamensis,3,False,True
heniochus chrysostomus,2,False,True
heniochus singularius,1,False,True
heniochus varius,1,False,True
hepsetus odoe,3,False,True
herichthys cyanoguttatus,7,False,False
herichthys steindachneri,1,False,True
heterandria formosa,6,False,False
heteroclinus heptaeolus,1,False,True
heteropriacanthus fulgens,4,False,True
heterostichus rostratus,1,False,True
heterotilapia buttikoferi,10,False,False
hexagrammos otakii,4,False,True
hexanchus griseus,4,False,False
himantolophus cornifer,1,False,True
himantolophus groenlandicus,1,False,True
hippocampus erectus,11,False,False
hippocampus guttulatus,12,False,False
hippocampus reidi,12,False,False
hippocampus sp.,5,False,False
hippopotamyrus paugyi,4,False,True
hirculops cornifer,6,False,True
hisonotus maculipinnis,6,False,False
histiobranchus bathybius,4,False,False
histrio histrio,5,False,False
holacanthus tricolor,1,False,True
holapogon maximus,1,False,True
holocentrus adscensionis,1,False,True
homaloptera ocellata,10,False,True
homalopteroides modestus,12,False,False
homalopteroides nebulosus,1,False,True
hoplias intermedius,1,False,True
hoplocharax goethei,1,False,True
hoplolatilus purpureus,3,False,True
hoplolatilus starcki,2,False,True
hoplosternum littorale,2,False,True
horabagrus brachysoma,4,False,False
howella brodiei,1,False,True
hybognathus amarus,6,False,False
hybognathus placitus,10,False,False
hybopsis rubrifrons,4,False,False
hydrocynus forskahlii,5,False,True
hydrocynus vittatus,15,False,True
hyperlophus vittatus,6,False,True
hyperopisus bebe,9,False,True
hyphessobrycon bentosi,10,False,False
hyphessobrycon compressus,7,False,False
hyphessobrycon condotensis,4,False,False
hyphessobrycon copelandi,9,False,False
hyphessobrycon ecuadoriensis,4,False,False
hyphessobrycon eques,9,False,False
hyphessobrycon poecilioides,8,False,False
hypleurochilus springeri,1,False,True
hypoclinemus mentalis,19,False,True
hypodoras forficulatus,1,False,True
hypomasticus copelandii,1,False,True
hypomasticus mormyrops,2,False,True
hypoplectrodes huntii,1,False,True
hypoptopoma inexspectatum,12,False,False
hyporhamphus,1,False,True
hyporhamphus affinis,1,False,True
hyporhamphus australis,1,False,True
hyporhamphus intermedius,1,False,True
hyporhamphus limbatus,1,False,True
hyporhamphus neglectus,1,False,True
hyporhamphus sindensis,1,False,True
hyporthodus mystacinus,4,False,True
hypostomus johnii,6,False,False
hypostomus pusarum,1,False,True
hypseleotris compressa,1,False,True
hypseleotris klunzingeri,1,False,True
hypsibarbus malcolmi,8,False,False
hypsibarbus vernayi,1,False,True
hypsibarbus wetmorei,9,False,False
hypsoblennius gentilis,1,False,True
hypsoblennius jenkinsi,1,False,True
hypsoblennius rickettsi,1,False,True
icelinus filamentosus,4,False,False
ictalurus balsanus,1,False,True
ictalurus punctatus,7,False,False
ictiobus tumidus,1,False,True
ilisha elongata,5,False,False
ilisha megaloptera,3,False,True
iniistius auropunctatus,1,False,True
iniistius baldwini,8,False,True
iniistius pentadactylus,8,False,True
iniistius twistii,5,False,True
inpaichthys kerri,1,False,True
isorineloricaria spinosissima,5,False,False
istiblennius colei,5,False,True
istiblennius dussumieri,1,False,True
istiblennius meleagris,9,False,True
istiblennius spilotus,6,False,True
istigobius rigilius,2,False,True
ivindomyrus opdenboschi,4,False,True
japigny kirschbaum,4,False,False
jaydia erythrophthalma,10,False,False
jaydia lineata,1,False,True
jaydia truncata,1,False,True
jenynsia lineata,6,False,True
johnius amblycephalus,2,False,True
johnius borneensis,1,False,True
johnius dussumieri,1,False,True
johnius laevis,1,False,True
jordanella floridae,1,False,True
jupiaba keithi,13,False,True
jupiaba maroniensis,7,False,True
jupiaba ocellata,16,False,True
karalla daura,1,False,True
katsuwonus pelamis,5,False,True
kentrocapros aculeatus,8,False,True
kichulchoia brevifasciata,5,False,False
kneria auriculata,1,False,True
kryptolebias sepia,1,False,True
kuhlia malo,1,False,True
kuhlia petiti,2,False,True
kuhlia rupestris,3,False,True
kynotus darwini,5,False,False
kyphosus gallveii,2,False,True
kyphosus lutescens,4,False,True
kyphosus pacificus,5,False,True
kyphosus sydneyanus,5,False,True
labeo calbasu,1,False,True
labeo catla,1,False,True
labeo curchius,1,False,True
labeo rohita,1,False,True
labeo roseopunctatus,2,False,True
labeo rouaneti,1,False,True
labeobarbus boulengeri,4,False,False
labeobarbus brevispinis,4,False,False
labeobarbus capensis,6,False,False
labeobarbus cardozoi,8,False,False
labeobarbus codringtonii,10,False,True
labeobarbus ensifer,7,False,False
labeobarbus ensis,6,False,False
labeobarbus gestetneri,5,False,True
labeobarbus gulielmi,5,False,True
labeobarbus huloti,1,False,True
labeobarbus humphri,1,False,True
labeobarbus iphthimostoma,4,False,False
labeobarbus jubae,7,False,False
labeobarbus lagensis,1,False,True
labeobarbus lucius,4,False,False
labeobarbus macrolepidotus,1,False,True
labeobarbus microterolepis,4,False,False
labeobarbus natalensis,7,False,True
labeobarbus nedgia,6,False,False
labeobarbus rhinophorus,6,False,False
labeobarbus robertsi,4,False,False
labeobarbus rocadasi,13,False,False
labeobarbus roylii,7,False,False
labeobarbus ruwenzorii,1,False,True
labeobarbus upembensis,7,False,False
labeobarbus varicostoma,4,False,False
labeobarbus wittei,4,False,False
labeotropheus trewavasae,14,False,True
labidochromis chisumulae,4,False,False
labidochromis flavigulis,1,False,True
labidochromis lividus,5,False,True
labidochromis maculicauda,5,False,False
labidochromis pallidus,7,False,False
labidochromis shiranus,10,False,True
labiobarbus leptocheilus,5,False,True
labiobarbus lineatus,1,False,True
labracinus cyclophthalmus,1,False,True
labrichthys unilineatus,2,False,True
labridae,1,False,True
labrisomus cricota,1,False,True
labrisomus guppyi,3,False,True
labrisomus nigricinctus,1,False,True
labroides phthirophagus,1,False,True
labropsis australis,2,False,True
labropsis manabei,9,False,True
labropsis xanthonota,1,False,True
labrus bergylta,5,False,True
lactoria fornasini,5,False,True
ladigesocypris ghigii,8,False,False
laemolyta garmani,6,False,True
laemolyta varia,7,False,True
laemonema gracillipes,1,False,True
laemonema longipes,1,False,True
lagocephalus guentheri,2,False,True
lagocephalus inermis,1,False,True
lagocephalus lunaris,4,False,False
lagocephalus spadiceus,1,False,True
laimosemion corpulentus,1,False,True
lamprologus congoensis,5,False,False
lamprologus mocquardi,1,False,True
larabicus quadrilineatus,2,False,True
larimus effulgens,1,False,True
leiopotherapon plumbeus,1,False,True
lentipes mekonggaensis,10,False,True
lepadichthys lineatus,4,False,False
lepidamia kalosoma,1,False,True
lepidion lepidion,1,False,True
lepidomeda aliciae,5,False,False
lepidomeda vittata,12,False,False
lepidonectes clarkhubbsi,1,False,True
lepidopsetta polyxystra,1,False,True
lepomis,74,False,False
lepomis mineopas,1,False,True
lepomis pallidus,1,False,True
leporinus arcus,1,False,True
leporinus cylindriformis,1,False,True
leporinus ecuadorensis,1,False,True
leporinus granti,1,False,True
leporinus jamesi,1,False,True
leporinus taeniatus,1,False,True
leporinus y-ophorus,1,False,True
lepthoplosternum pectorale,9,False,True
leptocypris guineensis,3,False,True
leptocypris konkoureensis,4,False,False
leptocypris modestus,1,False,True
leptocypris niloticus,2,False,True
leptojulis chrysotaenia,1,False,True
leptolebias aureoguttatus,1,False,True
leptolucania ommata,1,False,True
leptorhamdia marmorata,1,False,True
lepus coreanus,5,False,False
lestidium atlanticum,1,False,True
lethrinops microstoma,1,False,True
lethrinus atkinsoni,2,False,True
lethrinus crocineus,1,False,True
lethrinus erythropterus,2,False,True
lethrinus genivittatus,3,False,True
lethrinus haematopterus,4,False,False
lethrinus lentjan,10,False,True
lethrinus microdon,1,False,True
lethrinus miniatus,4,False,False
lethrinus olivaceus,1,False,True
lethrinus ravus,1,False,True
lethrinus reticulatus,2,False,True
lethrinus rubrioperculatus,4,False,False
lethrinus semicinctus,2,False,True
lethrinus xanthochilus,6,False,True
leuciscus burdigalensis,1,False,True
leuciscus leuciscus,4,False,False
leucoraja erinacea,4,False,False
lile nigrofasciata,5,False,True
limbochromis robertsi,1,False,True
liobagrus sugubii,1,False,True
liopropoma flavidum,1,False,True
liopropoma lunulatum,1,False,True
liopropoma maculatum,1,False,True
liopropoma mitratum,2,False,True
liopropoma olneyi,1,False,True
liopropoma rubre,1,False,True
liopropoma susumi,9,False,True
liparis fucensis,1,False,True
liparis rhodosoma,1,False,True
lipogramma evides,1,False,True
lipogramma levinsoni,1,False,True
lithodoras dorsalis,1,False,True
litobranchus fowleri,1,False,True
lobianchia dofleini,1,False,True
lobocheilos cornutus,7,False,False
lobocheilos delacouri,12,False,True
lobocheilos rhabdoura,6,False,False
lobocheilos schwanenfeldii,1,False,True
lonchogenys ilisha,1,False,True
lophius americanus,4,False,False
lophodiodon calori,1,False,True
lota lota,1,False,True
lucania parva,1,False,True
lucanus cervus,1,False,True
luciobarbus capito,1,False,True
luciobarbus comizo,1,False,True
luciobarbus pallaryi,6,False,False
luciobarbus steindachneri,15,False,False
lumpenus sagitta,1,False,True
lutjanus argentimaculatus,9,False,True
lutjanus bengalensis,1,False,True
lutjanus bohar,2,False,True
lutjanus boutton,6,False,True
lutjanus buccanella,5,False,False
lutjanus carponotatus,5,False,True
lutjanus erythropterus,5,False,False
lutjanus griseus,4,False,False
lutjanus lemniscatus,6,False,True
lutjanus lunulatus,1,False,True
lutjanus lutjanus,7,False,True
lutjanus purpureus,10,False,False
lutjanus synagris,7,False,True
lutjanus timoriensis,1,False,True
lutjanus vitta,3,False,True
luvarus imperialis,1,False,True
luzonichthys earlei,1,False,True
lycodes diapterus,1,False,True
lythrurus alabamae,5,False,False
lythrurus atripes,1,False,True
lythrurus lythrurus,4,False,True
lythrurus notemigonoides,5,False,True
macquaria ambigua,5,False,True
macrhybopsis hyostoma,7,False,True
macrhybopsis lucens,4,False,False
macrhybopsis sterletus,4,False,True
macrhybopsis vernalis,5,False,True
macroparalepis johnfitchi,1,False,True
macropharyngodon geoffroy,7,False,True
macropharyngodon kuiteri,2,False,True
macropharyngodon meleagris,2,False,True
macropharyngodon ornatus,7,False,True
makunaima guianensis,14,False,False
malacoctenus aurolineatus,1,False,True
malacoctenus delalandii,1,False,True
malacoctenus erdmani,1,False,True
malacoctenus tetranemus,1,False,True
malacoctenus zonifer,1,False,True
malacoctenus zonogaster,1,False,True
malakichthys griseus,1,False,True
manonichthys splendens,1,False,True
marcusenius cyprinoides,1,False,True
marcusenius meronai,6,False,True
marcusenius moorii,5,False,True
margariscus nachtriebi,1,False,True
marilyna meraukensis,1,False,True
mastacembelus favus,4,False,False
mastacembelus tinwini,9,False,False
maurolicus muelleri,1,False,True
maylandia pulpican,18,False,True
meda fulgida,5,False,False
megalechis thoracata,2,False,True
megaleporinus conirostris,1,False,True
megaleporinus garmani,1,False,True
megalobrama terminalis,1,False,True
megalocottus platycephalus,1,False,True
megalodoras uranoscopus,6,False,True
meiacanthus crinitus,1,False,True
meiacanthus smithi,1,False,True
melanochromis vermivorus,1,False,True
melanogrammus aeglefinus,2,False,True
melanostigma atlanticum,1,False,True
melanotaenia fluviatilis,2,False,True
mene maculata,2,False,True
menidia menidia,4,False,True
merluccius hubbsi,3,False,True
mesopristes argenteus,1,False,True
metzia formosae,1,False,True
metzia lineata,1,False,True
meuschenia freycineti,1,False,True
micralestes eburneensis,18,False,True
microcanthus strigatus,5,False,True
microchirus frechkopi,1,False,True
microdon,5,False,False
microgadus tomcod,1,False,True
microglanis zonatus,1,False,True
microgobius emblematicus,1,False,True
microgobius miraflorensis,1,False,True
micropanchax johnstoni,5,False,False
microphilypnus ternetzi,11,False,False
microphysogobio brevirostris,6,False,True
microphysogobio tungtingensis,1,False,True
micropterus notius,2,False,True
microschemobrycon casiquiare,6,False,True
microspathodon chrysurus,7,False,True
mikrogeophagus ramirezi,1,False,True
mimagoniates lateralis,1,False,True
mimagoniates microlepis,1,False,True
mimoblennius cirrosus,1,False,True
minous monodactylus,4,False,False
misgurnus dichachrous,1,False,True
moema pepotei,1,False,True
moenkhausia costae,4,False,False
moenkhausia cotinho,9,False,False
moenkhausia crisnejas,7,False,False
moenkhausia inrai,5,False,False
moenkhausia lepidura,11,False,False
moenkhausia moisae,8,False,True
moenkhausia oligolepis,1,False,True
monacanthidae,1,False,True
monacanthus ciliatus,1,False,True
monacanthus tuckeri,1,False,True
monocentris japonicus,7,False,False
monocirrhus polyacanthus,1,False,True
monodactylus,1,False,True
monotrete leiurus,5,False,False
moolgarda cunnesius,9,False,True
moolgarda seheli,1,False,True
mormyrops,8,False,True
mormyrus caballus,1,False,True
mormyrus niloticus,1,False,True
mormyrus rume,1,False,True
mormyrus subundulatus,17,False,True
morwong ephippium,1,False,True
moxostoma ariommum,4,False,False
moxostoma cervinum,5,False,True
moxostoma lacerum,5,False,False
moxostoma macrolepidotum,4,False,True
moxostoma poecilurum,9,False,False
mugil cephalus,8,False,True
mugil thoburni,1,False,True
mugilidae,2,False,True
mustelus fasciatus,1,False,True
mycteroperca bonaci,13,False,False
mycteroperca microlepis,5,False,False
mycteroperca phenax,4,False,False
mycteroperca venenosa,8,False,False
myctophum aurolaternatum,1,False,True
myersina nigrivirgata,1,False,True
mylesinus paraschomburgkii,8,False,False
myleus luna,4,False,False
myleus rhomboidalis,1,False,True
mylocheilus caurinus,7,False,False
mylochromis incola,1,False,True
mylochromis semipalatus,7,False,False
myloplus rubripinnis,1,False,True
mylossoma acanthogaster,1,False,True
mylossoma aureum,1,False,True
mylossoma duriventre,4,False,False
myoxocephalus stelleri,1,False,True
myripristis adusta,3,False,True
myripristis botche,1,False,True
myripristis jacobus,1,False,True
myripristis pralinia,20,False,True
myripristis robusta,1,False,True
myripristis tiki,2,False,True
myripristis violacea,4,False,True
myripristis xanthacra,1,False,True
mystus bleekeri,1,False,True
mystus cavasius,10,False,True
mystus falcarius,1,False,True
mystus nigriceps,8,False,True
mystus pelusius,13,False,False
mystus punctifer,1,False,True
mystus rufescens,2,False,True
mystus singaringan,10,False,True
mystus vittatus,8,False,True
myxocyprinus asiaticus,1,False,True
myzopsetta proboscidea,1,False,True
nandus oxyrhynchus,1,False,True
nangra bucculenta,1,False,True
nannacara aureocephalus,1,False,True
nannatherina balstoni,1,False,True
nannocharax niloticus,15,False,False
nannocharax parvus,6,False,False
nannoglanis fasciatus,1,False,True
nannoperca australis,1,False,True
nannoperca yarrae,3,False,True
nanobagrus torquatus,6,False,False
narcine bancroftii,11,False,False
naso caesius,1,False,True
naso lopezi,1,False,True
naso thynnoides,1,False,True
naso tuberosus,1,False,True
neamia octospina,1,False,True
nectamia fusca,20,False,True
nemacheilus binotatus,5,False,True
nemacheilus masyai,11,False,False
nemacheilus pallidus,4,False,False
nemadoras trimaculatus,5,False,False
nematabramis alestes,5,False,False
nematogenys inermis,1,False,True
nemipterus hexodon,1,False,True
nemipterus peronii,2,False,True
nemipterus zysron,1,False,True
neobythites fijiensis,4,False,False
neobythites marquesaensis,5,False,False
neobythites pallidus,9,False,False
neobythites sereti,5,False,False
neobythites vityazi,5,False,False
neoclinus uninotatus,1,False,True
neoglyphidodon bonang,2,False,True
neohomaloptera johorensis,4,False,False
neolamprologus furcifer,1,False,True
neolebias kerguennae,7,False,False
neolebias powelli,6,False,False
neolissochilus benasi,1,False,True
neolissochilus paucisquamatus,8,False,True
neolissochilus stracheyi,8,False,True
neolissochilus tweediei,1,False,True
neolissochilus vittatus,5,False,False
neomerinthe erostris,6,False,False
neomyxus leuciscus,1,False,True
neoodax balteatus,5,False,True
neopomacentrus cyanomos,1,False,True
neopomacentrus miryae,1,False,True
neopomacentrus sindensis,1,False,True
neopomacentrus violascens,2,False,True
neosebastes entaxis,1,False,True
neosynchiropus morrisoni,4,False,True
neosynchiropus ocellatus,21,False,True
neozoarces steindachneri,9,False,False
nexilosus latifrons,1,False,True
nomeus gronovii,4,False,True
norfolkia brachylepis,4,False,False
notarius grandicassis,1,False,True
notarius kessleri,1,False,True
notholebias minimus,1,False,True
notolabrus tetricus,4,False,False
notoscopelus resplendens,1,False,True
notropis,20,False,False
notropis calientis,1,False,True
notropis chlora,8,False,True
notropis kanawha,4,False,False
novaculoides macrolepidotus,1,False,True
novaculops woodi,10,False,True
ochetogobius lucens,4,False,False
ocynectes maschalis,4,False,True
ocyurus chrysurus,11,False,False
odontanthias elizabethae,1,False,True
odontanthias fuscipinnis,1,False,True
odontesthes regia,8,False,True
odontocharacidium aphanes,1,False,True
oedalechilus labiosus,1,False,True
ogilbia jeffwilliamsi,2,False,True
ogilbia mccoskeri,1,False,True
ogilbyina salvati,1,False,True
oligocottus rimensis,1,False,True
omobranchus ferox,6,False,True
omobranchus punctatus,8,False,True
omox biporos,1,False,True
ompok bimaculatus,4,False,True
ompok siluroides,1,False,True
oncorhynchus,7,False,False
onychostoma macrolepis,1,False,True
oostethus brachyurus,5,False,False
ophioblennius atlanticus,5,False,True
ophioblennius steindachneri,1,False,True
ophiocara porocephala,1,False,True
opistognathus brochus,6,False,False
opistognathus darwiniensis,1,False,True
opistognathus evermanni,1,False,True
opistognathus gilberti,1,False,True
opistognathus maxillosus,1,False,True
opistognathus nigromarginatus,2,False,True
opistognathus randalli,6,False,True
opistognathus solorensis,2,False,True
opistognathus whitehursti,2,False,True
oplopomus caninoides,1,False,True
opsaridium ubangiense,1,False,True
opsariichthys uncirostris,2,False,True
opsarius barna,2,False,True
opsarius koratensis,12,False,True
opsodoras stuebelii,1,False,True
oreochromis amphimelas,2,False,True
oreochromis aureus,4,False,False
oreochromis mossambicus,5,False,False
oreochromis niloticus,9,False,False
oreochromis squamipinnis,8,False,False
orestias forgeti,1,False,True
orestias tutini,4,False,False
orinocodoras eigenmanni,1,False,True
orthodon microlepidotus,1,False,True
oryzias hubbsi,1,False,True
osphromenus trichopterus,6,False,True
osteobrama vigorsii,1,False,True
osteochilus microcephalus,1,False,True
osteochilus rostellatus,1,False,True
osteochilus vittatus,17,False,False
osteogeneiosus militaris,1,False,True
ostichthys acanthorhinus,1,False,True
ostichthys japonicus,5,False,True
ostichthys kaianus,1,False,True
ostichthys sandix,1,False,True
ostorhinchus apogonoides,2,False,True
ostorhinchus aureus,6,False,True
ostorhinchus chrysotaenia,1,False,True
ostorhinchus cookii,11,False,True
ostorhinchus endekataenia,5,False,True
ostorhinchus fleurieu,1,False,True
ostorhinchus franssedai,1,False,True
ostorhinchus griffini,1,False,True
ostorhinchus hoevenii,7,False,True
ostorhinchus margaritophorus,1,False,True
ostorhinchus melanoproctus,1,False,True
ostorhinchus monospilus,1,False,True
ostorhinchus sealei,5,False,True
ostorhinchus sinus,1,False,True
ostracion nasus,5,False,True
ostracion rhinorhynchos,5,False,True
ostracion solorensis,5,False,True
ostracion trachys,1,False,True
ostracion whitleyi,1,False,True
